,0,1,2,3,4,5,6,7,8,9
0,0.47325580676686596,0.39330495064927884,0.8204054426163023,0.5175509559009884,0.9401408608039743,0.41670229066785003,0.7896895959156441,0.48210945727557575,0.5984340971419857,0.38574886093698135
1,0.4847583727231678,,,,,,,,,
2,0.34478250931532783,0.7828945243460553,,,,,,,,
3,0.3159315291610878,,,,,,,,,
4,0.04772976851566357,0.7705118065929834,0.2260388282777308,,,,,,,
5,0.8912343272365189,,,,,,,,,
6,0.4084692781959983,0.9429154565146951,,,,,,,,
7,0.2661359702816384,,,,,,,,,
8,0.2294340123205385,0.11300820550553392,0.16551098848191426,0.5886601246261436,,,,,,
9,0.4587916008218027,,,,,,,,,
10,0.5649393377776589,0.209410570939642,,,,,,,,
11,0.1711727847263822,,,,,,,,,
12,0.48856144652531897,0.07221328402031735,0.6887331013237955,,,,,,,
13,0.330717593325739,,,,,,,,,
14,0.907502068066645,0.9395293098733635,,,,,,,,
15,0.07065103447857513,,,,,,,,,
16,0.3342423186192116,0.39114718499844003,0.43591439036137436,0.42700399144732715,0.542626433489319,,,,,
17,0.6775599717950992,,,,,,,,,
18,0.18179523986332613,0.9221300020906186,,,,,,,,
19,0.7360158455608584,,,,,,,,,
20,0.5930207890320698,0.5192213442322944,0.5134571359160206,,,,,,,
21,0.8766927227499931,,,,,,,,,
22,0.1642483809578743,0.39467521684423945,,,,,,,,
23,0.08654916228550036,,,,,,,,,
24,0.6710122640868202,0.6357861820479308,0.22294076249297912,0.5091864686605732,,,,,,
25,0.913614165141094,,,,,,,,,
26,0.45378335037758033,0.9404449542826685,,,,,,,,
27,0.7718267995930298,,,,,,,,,
28,0.10074565694728244,0.6289830875401071,0.15936088417450023,,,,,,,
29,0.7960287420059688,,,,,,,,,
30,0.25890532572912395,0.30348251305657625,,,,,,,,
31,0.655528577937004,,,,,,,,,
32,0.25362764953774464,0.053539444063068875,0.36180774316141306,0.77559514984891,0.7366381682923901,0.4126080928946356,,,,
33,0.2064006703262936,,,,,,,,,
34,0.9060011027575655,0.23300811203985616,,,,,,,,
35,0.237774451214262,,,,,,,,,
36,0.07214074949338589,0.5620575827704988,0.8599567781488335,,,,,,,
37,0.8171017152852414,,,,,,,,,
38,0.2175224243880426,0.5013215978838358,,,,,,,,
39,0.4559055550693323,,,,,,,,,
40,0.2027634150554838,0.28143434849552085,0.03488112935909726,0.5991082962149998,,,,,,
41,0.6091846784809591,,,,,,,,,
42,0.8018916446142572,0.05587923821288643,,,,,,,,
43,0.8575180628974249,,,,,,,,,
44,0.6129695439486808,0.5032377118045029,0.8838194433468971,,,,,,,
45,0.6124770272122713,,,,,,,,,
46,0.2960623233622377,0.3868341331170527,,,,,,,,
47,0.07930234882144915,,,,,,,,,
48,0.41076884687775495,0.1199700724345586,0.031211054783280234,0.7506063868544406,0.8031828577766351,,,,,
49,0.8878002934290166,,,,,,,,,
50,0.10485932575533674,0.5591259367212555,,,,,,,,
51,0.012654675286534744,,,,,,,,,
52,0.9200312554013712,0.12558730027872222,0.04707882586198664,,,,,,,
53,0.3946010030956115,,,,,,,,,
54,0.27222515575524264,0.18376633171840018,,,,,,,,
55,0.6713066304408688,,,,,,,,,
56,0.011499834732128345,0.5039025985863042,0.5038973199368669,0.07696813944468239,,,,,,
57,0.47139859759439895,,,,,,,,,
58,0.05557518609557899,0.5881039121072893,,,,,,,,
59,0.7044568991389075,,,,,,,,,
60,0.19364085315074742,0.660898190416909,0.30023431644036114,,,,,,,
61,0.4501099771279974,,,,,,,,,
62,0.4501846224060152,0.8811289825138229,,,,,,,,
63,0.47002952359071337,,,,,,,,,
64,0.8833388613951408,0.051035079401616446,0.9611266236390521,0.6341875118445433,0.9282803580301068,0.2540728635312124,0.25979456886910046,,,
65,0.18507978053261087,,,,,,,,,
66,0.8727103413057762,0.9018020847870344,,,,,,,,
67,0.38884728626264564,,,,,,,,,
68,0.37900868190788717,0.23815615047953986,0.5317272689862206,,,,,,,
69,0.0005395333678586134,,,,,,,,,
70,0.5898693677203053,0.09296695725742221,,,,,,,,
71,0.590040479259918,,,,,,,,,
72,0.5271331269847093,0.9747629286004832,0.41639846246115264,0.05203612364448518,,,,,,
73,0.03361599846480623,,,,,,,,,
74,0.33068175016586254,0.4196636645324291,,,,,,,,
75,0.8999716759751061,,,,,,,,,
76,0.4068642436812534,0.49919001660938045,0.42993775986793015,,,,,,,
77,0.7982907948429541,,,,,,,,,
78,0.7961203626787032,0.6081195364708651,,,,,,,,
79,0.6797280588877783,,,,,,,,,
80,0.45936355624880243,0.22284453887813194,0.9216787838886437,0.9039259744529496,0.9080206574434048,,,,,
81,0.5053955687611252,,,,,,,,,
82,0.2188987112613483,0.45593764830254313,,,,,,,,
83,0.17038008461131726,,,,,,,,,
84,0.9163505717663605,0.8927048442246449,0.08327230899677884,,,,,,,
85,0.4600305386574979,,,,,,,,,
86,0.045851067890949504,0.8846109216632684,,,,,,,,
87,0.6202320159424887,,,,,,,,,
88,0.02721186224204053,0.31780134280841976,0.9737870035097939,0.9163427542884013,,,,,,
89,0.07757357999041858,,,,,,,,,
90,0.8417956204330759,0.8170302110495327,,,,,,,,
91,0.12612837364205953,,,,,,,,,
92,0.35650119316152595,0.2817085370530992,0.980914307037585,,,,,,,
93,0.2511007584925036,,,,,,,,,
94,0.7840287437721105,0.8465189845115483,,,,,,,,
95,0.13326358883833234,,,,,,,,,
96,0.19485256563586628,0.7749280194601885,0.3184906008723438,0.7390756310601932,0.45188798493190585,0.06562685755775921,,,,
97,0.17638881886407942,,,,,,,,,
98,0.34196395661528134,0.5927551242498729,,,,,,,,
99,0.1445440688306201,,,,,,,,,
100,0.18051111396697828,0.9197937870820733,0.4438955427232272,,,,,,,
101,0.8215757827941533,,,,,,,,,
102,0.3651701566757488,0.12356226957610772,,,,,,,,
103,0.7508443822446895,,,,,,,,,
104,0.43474851416528704,0.26500128704131964,0.4366866104134466,0.900823234083625,,,,,,
105,0.9805306678421152,,,,,,,,,
106,0.30902585344359224,0.5259968818292596,,,,,,,,
107,0.8056665685010609,,,,,,,,,
108,0.9141723174847295,0.6275674300893052,0.49165513705975006,,,,,,,
109,0.17057354987644047,,,,,,,,,
110,0.29762812187662824,0.8019840664265729,,,,,,,,
111,0.42585679162970247,,,,,,,,,
112,0.18965677371202916,0.17594439284789543,0.5671276098012189,0.31693330156192,0.4663230308207895,,,,,
113,0.08178585789722337,,,,,,,,,
114,0.04629985890523647,0.253643556333883,,,,,,,,
115,0.48639976210640956,,,,,,,,,
116,0.9986663284872065,0.6143311916649606,0.8853749443675866,,,,,,,
117,0.8362578934154279,,,,,,,,,
118,0.730269148233984,0.29980277782422027,,,,,,,,
119,0.16349989934129228,,,,,,,,,
120,0.6545988854768914,0.04173248007844044,0.46694973196288336,0.47154942127664834,,,,,,
121,0.7433266265170972,,,,,,,,,
122,0.6292019233440619,0.20120348898388163,,,,,,,,
123,0.39475817375400324,,,,,,,,,
124,0.25012581129687084,0.6308473947360588,0.6642500359233432,,,,,,,
125,0.49968189987191525,,,,,,,,,
126,0.47027872364360934,0.33452608079032087,,,,,,,,
127,0.718671687365321,,,,,,,,,
128,0.7209601889962323,0.6741372205010949,0.9339655009000252,0.647411959762453,0.025733433989791887,0.6675049700036843,0.8566990513674848,0.5469975240978453,,
129,0.47571642718579377,,,,,,,,,
130,0.8182746393894047,0.34857223482242816,,,,,,,,
131,0.5315157871582548,,,,,,,,,
132,0.7749676151213598,0.5592945450287935,0.9803351285712422,,,,,,,
133,0.7747765978124331,,,,,,,,,
134,0.4546872887765492,0.02424441102189767,,,,,,,,
135,0.34506969889642136,,,,,,,,,
136,0.7047790130222721,0.7821978700965617,0.3528910246905125,0.6080299609638389,,,,,,
137,0.21824827148564785,,,,,,,,,
138,0.9349709967398169,0.34522123536119154,,,,,,,,
139,0.999368804182459,,,,,,,,,
140,0.49490114776314487,0.646304282288303,0.7484352700193747,,,,,,,
141,0.9031988663025204,,,,,,,,,
142,0.1557985737206008,0.1102947523824439,,,,,,,,
143,0.8016305803617577,,,,,,,,,
144,0.7306719404213333,0.16774119586881509,0.15232095852488436,0.002148761788705711,0.8805641231949692,,,,,
145,0.6471410116683024,,,,,,,,,
146,0.630189239511846,0.6235016544488224,,,,,,,,
147,0.08084064312992867,,,,,,,,,
148,0.6121995273914241,0.6956805297389667,0.8412292938477027,,,,,,,
149,0.7364888101794225,,,,,,,,,
150,0.4384606858505261,0.7470200662044212,,,,,,,,
151,0.347013219939584,,,,,,,,,
152,0.5939037578356248,0.10799599802208171,0.0032725802374582447,0.3588908993029941,,,,,,
153,0.7687559988667466,,,,,,,,,
154,0.28738854563431004,0.5819890636951629,,,,,,,,
155,0.7407410116371644,,,,,,,,,
156,0.7616487071165446,0.22956593694209615,0.520568370938588,,,,,,,
157,0.6567715630318085,,,,,,,,,
158,0.11676820604734395,0.6970637168226299,,,,,,,,
159,0.3926602373734648,,,,,,,,,
160,0.8528070236511115,0.8281821829575668,0.28265017199861553,0.8342092274984984,0.8015702095221016,0.9745050899198366,,,,
161,0.660474489004594,,,,,,,,,
